id,state,municipality,cost_category,cost_description,amount,date,department,contract_type
762,Mato Grosso,Várzea Grande,segurança,Gasto com segurança em Várzea Grande,278485.12,2025-03-03,Guarda Municipal,convênio
763,Mato Grosso,Diamantino,segurança,Gasto com segurança em Diamantino,33017.38,2024-01-24,Guarda Municipal,contrato direto
764,Mato Grosso,Sorriso,infraestrutura,Gasto com infraestrutura em Sorriso,1893068.32,2025-03-18,Secretaria de Obras,licitação
765,Mato Grosso,Diamantino,administração,Gasto com administração em Diamantino,179905.2,2024-06-26,Secretaria de Administração,licitação
766,Mato Grosso,Tangará da Serra,administração,Gasto com administração em Tangará da Serra,95923.82,2025-11-11,Secretaria de Administração,contrato direto
767,Mato Grosso,Sorriso,saúde,Gasto com saúde em Sorriso,544084.2,2024-11-04,Secretaria de Saúde,licitação
768,Mato Grosso,Sorriso,infraestrutura,Gasto com infraestrutura em Sorriso,519060.65,2024-10-31,Departamento de Viação,contrato direto
769,Mato Grosso,Alta Floresta,segurança,Gasto com segurança em Alta Floresta,187760.03,2024-09-29,Polícia Militar,contrato direto
770,Mato Grosso,Nova Mutum,educação,Gasto com educação em Nova Mutum,253483.31,2025-01-28,Creche,licitação
771,Mato Grosso,Lucas do Rio Verde,segurança,Gasto com segurança em Lucas do Rio Verde,472438.89,2025-04-08,Guarda Municipal,contrato direto
772,Mato Grosso,Nova Mutum,segurança,Gasto com segurança em Nova Mutum,37818.92,2025-06-06,Guarda Municipal,convênio
773,Mato Grosso,Lucas do Rio Verde,educação,Gasto com educação em Lucas do Rio Verde,21922.42,2025-03-07,Secretaria de Educação,contrato direto
774,Mato Grosso,Primavera do Leste,segurança,Gasto com segurança em Primavera do Leste,598836.6,2025-03-05,Polícia Militar,contrato direto
775,Mato Grosso,Rondonópolis,infraestrutura,Gasto com infraestrutura em Rondonópolis,265559.1,2025-11-08,Departamento de Viação,convênio
776,Mato Grosso,Sorriso,educação,Gasto com educação em Sorriso,317378.76,2024-04-16,Escola Municipal,licitação
777,Mato Grosso,Lucas do Rio Verde,saúde,Gasto com saúde em Lucas do Rio Verde,710886.61,2025-02-22,Secretaria de Saúde,contrato direto
778,Mato Grosso,Várzea Grande,saúde,Gasto com saúde em Várzea Grande,753311.36,2025-01-02,Hospital Municipal,contrato direto
779,Mato Grosso,Pontes e Lacerda,segurança,Gasto com segurança em Pontes e Lacerda,212265.5,2025-03-13,Guarda Municipal,contrato direto
780,Mato Grosso,Campo Verde,segurança,Gasto com segurança em Campo Verde,536745.66,2024-05-01,Guarda Municipal,convênio
781,Mato Grosso,Rondonópolis,administração,Gasto com administração em Rondonópolis,34874.9,2024-05-09,Prefeitura,parceria
782,Mato Grosso,Cuiabá,administração,Gasto com administração em Cuiabá,136363.66,2025-11-27,Prefeitura,licitação
783,Mato Grosso,Barra do Garças,administração,Gasto com administração em Barra do Garças,180325.04,2025-09-05,Prefeitura,contrato direto
784,Mato Grosso,Tangará da Serra,saúde,Gasto com saúde em Tangará da Serra,391389.17,2024-03-06,Hospital Municipal,parceria
785,Mato Grosso,Diamantino,administração,Gasto com administração em Diamantino,3376.57,2025-09-28,Secretaria de Administração,convênio
786,Mato Grosso,Primavera do Leste,administração,Gasto com administração em Primavera do Leste,26053.55,2024-06-14,Secretaria de Administração,contrato direto
787,Mato Grosso,Lucas do Rio Verde,infraestrutura,Gasto com infraestrutura em Lucas do Rio Verde,1382058.99,2025-08-20,Secretaria de Obras,parceria
788,Mato Grosso,Rondonópolis,educação,Gasto com educação em Rondonópolis,223499.59,2024-02-05,Secretaria de Educação,contrato direto
789,Mato Grosso,Tangará da Serra,administração,Gasto com administração em Tangará da Serra,168054.51,2025-08-19,Secretaria de Administração,licitação
790,Mato Grosso,Primavera do Leste,infraestrutura,Gasto com infraestrutura em Primavera do Leste,1356205.48,2025-12-09,Secretaria de Obras,contrato direto
791,Mato Grosso,Nova Mutum,educação,Gasto com educação em Nova Mutum,50751.23,2024-02-11,Creche,convênio
792,Mato Grosso,Nova Mutum,saúde,Gasto com saúde em Nova Mutum,101593.75,2024-02-20,Hospital Municipal,contrato direto
793,Mato Grosso,Campo Verde,administração,Gasto com administração em Campo Verde,87132.1,2025-08-24,Secretaria de Administração,contrato direto
794,Mato Grosso,Lucas do Rio Verde,saúde,Gasto com saúde em Lucas do Rio Verde,777823.83,2025-09-12,UBS Central,licitação
795,Mato Grosso,Pontes e Lacerda,segurança,Gasto com segurança em Pontes e Lacerda,106050.52,2025-07-28,Polícia Militar,contrato direto
796,Mato Grosso,Sorriso,educação,Gasto com educação em Sorriso,69831.31,2025-11-11,Creche,convênio
797,Mato Grosso,Sorriso,segurança,Gasto com segurança em Sorriso,477429.35,2024-01-23,Guarda Municipal,contrato direto
798,Mato Grosso,Tangará da Serra,infraestrutura,Gasto com infraestrutura em Tangará da Serra,1792976.77,2025-04-04,Secretaria de Obras,licitação
799,Mato Grosso,Primavera do Leste,administração,Gasto com administração em Primavera do Leste,144061.26,2025-09-26,Prefeitura,licitação
800,Mato Grosso,Tangará da Serra,administração,Gasto com administração em Tangará da Serra,11980.9,2024-12-31,Secretaria de Administração,parceria
801,Mato Grosso,Cuiabá,educação,Gasto com educação em Cuiabá,334287.54,2025-06-27,Creche,parceria
802,Mato Grosso,Nova Mutum,administração,Gasto com administração em Nova Mutum,164245.38,2025-05-27,Prefeitura,convênio
803,Mato Grosso,Barra do Garças,saúde,Gasto com saúde em Barra do Garças,441131.91,2024-04-18,Secretaria de Saúde,licitação
804,Mato Grosso,Cáceres,administração,Gasto com administração em Cáceres,8315.09,2024-08-02,Prefeitura,licitação
805,Mato Grosso,Primavera do Leste,administração,Gasto com administração em Primavera do Leste,147691.14,2024-08-24,Secretaria de Administração,convênio
806,Mato Grosso,Cuiabá,administração,Gasto com administração em Cuiabá,180501.79,2025-07-28,Secretaria de Administração,parceria
807,Mato Grosso,Tangará da Serra,segurança,Gasto com segurança em Tangará da Serra,287062.18,2025-03-25,Guarda Municipal,licitação
808,Mato Grosso,Primavera do Leste,saúde,Gasto com saúde em Primavera do Leste,600995.55,2025-02-25,Hospital Municipal,convênio
809,Mato Grosso,Campo Verde,segurança,Gasto com segurança em Campo Verde,331890.46,2024-08-28,Polícia Militar,contrato direto
810,Mato Grosso,Nova Mutum,educação,Gasto com educação em Nova Mutum,459291.92,2024-05-24,Secretaria de Educação,parceria
811,Mato Grosso,Diamantino,administração,Gasto com administração em Diamantino,180845.82,2025-06-11,Prefeitura,contrato direto
812,Mato Grosso,Barra do Garças,segurança,Gasto com segurança em Barra do Garças,179743.34,2025-01-22,Guarda Municipal,licitação
813,Mato Grosso,Primavera do Leste,infraestrutura,Gasto com infraestrutura em Primavera do Leste,1561148.73,2025-08-02,Departamento de Viação,convênio
814,Mato Grosso,Alta Floresta,infraestrutura,Gasto com infraestrutura em Alta Floresta,1496595.42,2025-03-24,Secretaria de Obras,parceria
815,Mato Grosso,Cáceres,segurança,Gasto com segurança em Cáceres,139987.14,2024-08-18,Polícia Militar,convênio
816,Mato Grosso,Diamantino,administração,Gasto com administração em Diamantino,96367.59,2024-07-16,Prefeitura,convênio
817,Mato Grosso,Diamantino,infraestrutura,Gasto com infraestrutura em Diamantino,1167886.03,2024-11-20,Secretaria de Obras,convênio
818,Mato Grosso,Várzea Grande,administração,Gasto com administração em Várzea Grande,151250.44,2025-12-19,Prefeitura,convênio
819,Mato Grosso,Tangará da Serra,educação,Gasto com educação em Tangará da Serra,248320.69,2025-10-27,Escola Municipal,contrato direto
820,Mato Grosso,Tangará da Serra,infraestrutura,Gasto com infraestrutura em Tangará da Serra,1284717.71,2025-07-13,Departamento de Viação,contrato direto
821,Mato Grosso,Pontes e Lacerda,educação,Gasto com educação em Pontes e Lacerda,6041.73,2025-08-14,Escola Municipal,contrato direto
822,Mato Grosso,Cáceres,administração,Gasto com administração em Cáceres,8109.12,2024-10-30,Secretaria de Administração,parceria
823,Mato Grosso,Cuiabá,infraestrutura,Gasto com infraestrutura em Cuiabá,745190.1,2025-01-04,Secretaria de Obras,contrato direto
824,Mato Grosso,Cuiabá,saúde,Gasto com saúde em Cuiabá,216641.74,2025-02-11,Secretaria de Saúde,convênio
825,Mato Grosso,Várzea Grande,administração,Gasto com administração em Várzea Grande,13749.0,2025-04-14,Prefeitura,convênio
826,Mato Grosso,Rondonópolis,administração,Gasto com administração em Rondonópolis,32645.97,2025-05-26,Secretaria de Administração,parceria
827,Mato Grosso,Rondonópolis,administração,Gasto com administração em Rondonópolis,161294.34,2024-03-30,Prefeitura,parceria
828,Mato Grosso,Sinop,educação,Gasto com educação em Sinop,86622.99,2024-06-26,Secretaria de Educação,licitação
829,Mato Grosso,Sorriso,educação,Gasto com educação em Sorriso,238211.64,2024-07-15,Escola Municipal,licitação
830,Mato Grosso,Cáceres,saúde,Gasto com saúde em Cáceres,256300.94,2025-04-10,Hospital Municipal,licitação
831,Mato Grosso,Barra do Garças,segurança,Gasto com segurança em Barra do Garças,582126.37,2025-03-21,Polícia Militar,contrato direto
832,Mato Grosso,Sinop,educação,Gasto com educação em Sinop,123375.09,2024-02-25,Creche,parceria
833,Mato Grosso,Campo Verde,segurança,Gasto com segurança em Campo Verde,39855.23,2024-01-13,Guarda Municipal,contrato direto
834,Mato Grosso,Rondonópolis,segurança,Gasto com segurança em Rondonópolis,502164.25,2024-06-06,Polícia Militar,parceria
835,Mato Grosso,Cáceres,administração,Gasto com administração em Cáceres,78541.83,2024-10-31,Prefeitura,parceria
836,Mato Grosso,Várzea Grande,infraestrutura,Gasto com infraestrutura em Várzea Grande,346645.37,2024-09-22,Secretaria de Obras,convênio
837,Mato Grosso,Lucas do Rio Verde,educação,Gasto com educação em Lucas do Rio Verde,431094.23,2025-05-30,Secretaria de Educação,contrato direto
838,Mato Grosso,Sorriso,saúde,Gasto com saúde em Sorriso,101880.14,2024-04-06,Hospital Municipal,licitação
839,Mato Grosso,Diamantino,educação,Gasto com educação em Diamantino,401230.31,2025-08-17,Secretaria de Educação,contrato direto
840,Mato Grosso,Sinop,administração,Gasto com administração em Sinop,135418.59,2025-02-19,Secretaria de Administração,parceria
841,Mato Grosso,Tangará da Serra,infraestrutura,Gasto com infraestrutura em Tangará da Serra,539815.19,2025-01-25,Departamento de Viação,parceria
842,Mato Grosso,Sinop,segurança,Gasto com segurança em Sinop,503264.56,2025-12-11,Guarda Municipal,convênio
843,Mato Grosso,Alta Floresta,saúde,Gasto com saúde em Alta Floresta,178576.63,2024-02-17,UBS Central,licitação
844,Mato Grosso,Alta Floresta,segurança,Gasto com segurança em Alta Floresta,187483.47,2025-11-20,Guarda Municipal,licitação
845,Mato Grosso,Campo Verde,segurança,Gasto com segurança em Campo Verde,437442.41,2024-12-22,Polícia Militar,parceria
846,Mato Grosso,Cáceres,educação,Gasto com educação em Cáceres,184390.28,2025-04-24,Creche,convênio
847,Mato Grosso,Nova Mutum,segurança,Gasto com segurança em Nova Mutum,550380.26,2024-08-22,Polícia Militar,contrato direto
848,Mato Grosso,Barra do Garças,infraestrutura,Gasto com infraestrutura em Barra do Garças,1668120.55,2025-05-21,Departamento de Viação,contrato direto
849,Mato Grosso,Lucas do Rio Verde,saúde,Gasto com saúde em Lucas do Rio Verde,197488.43,2024-02-09,Hospital Municipal,contrato direto
850,Mato Grosso,Alta Floresta,segurança,Gasto com segurança em Alta Floresta,105050.83,2024-03-28,Guarda Municipal,parceria
851,Mato Grosso,Sorriso,administração,Gasto com administração em Sorriso,108703.79,2025-10-16,Secretaria de Administração,licitação
852,Mato Grosso,Cuiabá,segurança,Gasto com segurança em Cuiabá,490858.94,2024-12-18,Guarda Municipal,parceria
853,Mato Grosso,Lucas do Rio Verde,educação,Gasto com educação em Lucas do Rio Verde,480990.09,2025-10-26,Escola Municipal,contrato direto
854,Mato Grosso,Várzea Grande,saúde,Gasto com saúde em Várzea Grande,326438.86,2024-06-28,Secretaria de Saúde,contrato direto
855,Mato Grosso,Primavera do Leste,administração,Gasto com administração em Primavera do Leste,102938.36,2024-10-14,Secretaria de Administração,convênio
856,Mato Grosso,Alta Floresta,saúde,Gasto com saúde em Alta Floresta,622170.46,2024-05-17,Hospital Municipal,contrato direto
857,Mato Grosso,Primavera do Leste,segurança,Gasto com segurança em Primavera do Leste,207158.59,2025-06-12,Polícia Militar,convênio
858,Mato Grosso,Campo Verde,saúde,Gasto com saúde em Campo Verde,139338.79,2025-01-07,Secretaria de Saúde,convênio
859,Mato Grosso,Pontes e Lacerda,saúde,Gasto com saúde em Pontes e Lacerda,547739.8,2025-06-13,Hospital Municipal,parceria
860,Mato Grosso,Cuiabá,educação,Gasto com educação em Cuiabá,176958.29,2024-02-21,Escola Municipal,convênio
861,Mato Grosso,Nova Mutum,administração,Gasto com administração em Nova Mutum,112880.72,2025-09-24,Prefeitura,parceria
862,Mato Grosso,Cuiabá,administração,Gasto com administração em Cuiabá,52674.92,2025-12-07,Secretaria de Administração,contrato direto
863,Mato Grosso,Tangará da Serra,saúde,Gasto com saúde em Tangará da Serra,414883.99,2024-10-20,Hospital Municipal,contrato direto
864,Mato Grosso,Pontes e Lacerda,educação,Gasto com educação em Pontes e Lacerda,449565.74,2025-04-06,Creche,contrato direto
865,Mato Grosso,Rondonópolis,infraestrutura,Gasto com infraestrutura em Rondonópolis,1005496.29,2024-05-10,Departamento de Viação,licitação
866,Mato Grosso,Lucas do Rio Verde,segurança,Gasto com segurança em Lucas do Rio Verde,86844.71,2025-02-14,Polícia Militar,convênio
867,Mato Grosso,Primavera do Leste,segurança,Gasto com segurança em Primavera do Leste,382650.66,2025-05-14,Guarda Municipal,licitação
868,Mato Grosso,Rondonópolis,administração,Gasto com administração em Rondonópolis,33550.61,2024-10-23,Prefeitura,licitação
869,Mato Grosso,Lucas do Rio Verde,infraestrutura,Gasto com infraestrutura em Lucas do Rio Verde,1840064.88,2024-05-06,Secretaria de Obras,parceria
870,Mato Grosso,Campo Verde,educação,Gasto com educação em Campo Verde,358505.81,2024-04-18,Secretaria de Educação,licitação
871,Mato Grosso,Sorriso,segurança,Gasto com segurança em Sorriso,523674.87,2024-11-04,Guarda Municipal,convênio
872,Mato Grosso,Sorriso,infraestrutura,Gasto com infraestrutura em Sorriso,1038691.28,2025-05-23,Secretaria de Obras,licitação
873,Mato Grosso,Primavera do Leste,saúde,Gasto com saúde em Primavera do Leste,315726.12,2025-12-06,UBS Central,parceria
874,Mato Grosso,Tangará da Serra,administração,Gasto com administração em Tangará da Serra,114563.48,2024-12-29,Prefeitura,convênio
875,Mato Grosso,Várzea Grande,administração,Gasto com administração em Várzea Grande,160744.87,2025-12-05,Secretaria de Administração,contrato direto
876,Mato Grosso,Cuiabá,educação,Gasto com educação em Cuiabá,149397.96,2025-04-06,Creche,convênio
877,Mato Grosso,Barra do Garças,saúde,Gasto com saúde em Barra do Garças,16323.88,2026-01-06,Hospital Municipal,convênio
878,Mato Grosso,Sorriso,segurança,Gasto com segurança em Sorriso,252894.8,2025-07-10,Polícia Militar,convênio
879,Mato Grosso,Primavera do Leste,saúde,Gasto com saúde em Primavera do Leste,410722.41,2025-12-29,Hospital Municipal,licitação
880,Mato Grosso,Sorriso,saúde,Gasto com saúde em Sorriso,374204.1,2024-04-10,UBS Central,parceria
881,Mato Grosso,Campo Verde,infraestrutura,Gasto com infraestrutura em Campo Verde,129740.78,2024-06-21,Departamento de Viação,convênio
882,Mato Grosso,Sorriso,administração,Gasto com administração em Sorriso,49786.57,2024-11-13,Prefeitura,parceria
883,Mato Grosso,Diamantino,infraestrutura,Gasto com infraestrutura em Diamantino,161697.76,2024-04-07,Departamento de Viação,parceria
884,Mato Grosso,Nova Mutum,saúde,Gasto com saúde em Nova Mutum,501195.23,2025-07-01,Hospital Municipal,parceria
885,Mato Grosso,Barra do Garças,segurança,Gasto com segurança em Barra do Garças,445570.6,2025-03-31,Polícia Militar,parceria
886,Mato Grosso,Diamantino,segurança,Gasto com segurança em Diamantino,238717.13,2025-06-17,Polícia Militar,licitação
887,Mato Grosso,Lucas do Rio Verde,infraestrutura,Gasto com infraestrutura em Lucas do Rio Verde,1001329.08,2025-09-01,Secretaria de Obras,parceria
888,Mato Grosso,Primavera do Leste,infraestrutura,Gasto com infraestrutura em Primavera do Leste,1688367.34,2024-02-17,Secretaria de Obras,convênio
889,Mato Grosso,Lucas do Rio Verde,saúde,Gasto com saúde em Lucas do Rio Verde,112851.39,2025-07-15,UBS Central,parceria
890,Mato Grosso,Rondonópolis,infraestrutura,Gasto com infraestrutura em Rondonópolis,1348075.86,2024-05-28,Secretaria de Obras,contrato direto
891,Mato Grosso,Sorriso,administração,Gasto com administração em Sorriso,134265.23,2024-02-16,Prefeitura,contrato direto
892,Mato Grosso,Barra do Garças,infraestrutura,Gasto com infraestrutura em Barra do Garças,525772.92,2024-03-08,Secretaria de Obras,parceria
893,Mato Grosso,Tangará da Serra,educação,Gasto com educação em Tangará da Serra,154333.65,2025-04-29,Secretaria de Educação,licitação
894,Mato Grosso,Primavera do Leste,administração,Gasto com administração em Primavera do Leste,8281.87,2024-03-22,Prefeitura,convênio
895,Mato Grosso,Primavera do Leste,segurança,Gasto com segurança em Primavera do Leste,255606.0,2025-06-23,Guarda Municipal,convênio
896,Mato Grosso,Tangará da Serra,infraestrutura,Gasto com infraestrutura em Tangará da Serra,450530.18,2025-05-26,Secretaria de Obras,licitação
897,Mato Grosso,Sinop,segurança,Gasto com segurança em Sinop,457230.12,2025-04-15,Polícia Militar,licitação
898,Mato Grosso,Várzea Grande,infraestrutura,Gasto com infraestrutura em Várzea Grande,583151.62,2024-03-17,Secretaria de Obras,convênio
899,Mato Grosso,Várzea Grande,educação,Gasto com educação em Várzea Grande,468997.28,2025-06-03,Escola Municipal,convênio
900,Mato Grosso,Alta Floresta,segurança,Gasto com segurança em Alta Floresta,558226.5,2024-04-29,Polícia Militar,convênio
901,Mato Grosso,Sorriso,segurança,Gasto com segurança em Sorriso,342283.99,2024-02-17,Polícia Militar,licitação
902,Mato Grosso,Campo Verde,administração,Gasto com administração em Campo Verde,118256.87,2025-03-06,Secretaria de Administração,contrato direto
903,Mato Grosso,Cáceres,administração,Gasto com administração em Cáceres,85455.84,2024-04-24,Secretaria de Administração,licitação
904,Mato Grosso,Alta Floresta,infraestrutura,Gasto com infraestrutura em Alta Floresta,148519.99,2025-04-25,Departamento de Viação,convênio
905,Mato Grosso,Várzea Grande,educação,Gasto com educação em Várzea Grande,399450.46,2025-04-04,Secretaria de Educação,licitação
906,Mato Grosso,Cuiabá,segurança,Gasto com segurança em Cuiabá,362427.31,2025-03-20,Polícia Militar,parceria
907,Mato Grosso,Rondonópolis,saúde,Gasto com saúde em Rondonópolis,736816.46,2025-11-11,Hospital Municipal,parceria
908,Mato Grosso,Barra do Garças,infraestrutura,Gasto com infraestrutura em Barra do Garças,1895230.35,2024-12-18,Departamento de Viação,licitação
909,Mato Grosso,Rondonópolis,segurança,Gasto com segurança em Rondonópolis,261172.91,2025-04-01,Guarda Municipal,convênio
910,Mato Grosso,Pontes e Lacerda,infraestrutura,Gasto com infraestrutura em Pontes e Lacerda,582622.39,2024-10-22,Secretaria de Obras,parceria
911,Mato Grosso,Alta Floresta,administração,Gasto com administração em Alta Floresta,13629.06,2024-09-08,Prefeitura,convênio
912,Mato Grosso,Várzea Grande,segurança,Gasto com segurança em Várzea Grande,314723.39,2024-06-19,Polícia Militar,convênio
913,Mato Grosso,Cuiabá,saúde,Gasto com saúde em Cuiabá,790118.85,2025-02-27,UBS Central,licitação
914,Mato Grosso,Lucas do Rio Verde,segurança,Gasto com segurança em Lucas do Rio Verde,421215.68,2024-02-27,Guarda Municipal,convênio
915,Mato Grosso,Alta Floresta,educação,Gasto com educação em Alta Floresta,484495.78,2024-11-09,Escola Municipal,contrato direto
916,Mato Grosso,Sorriso,saúde,Gasto com saúde em Sorriso,270973.5,2025-09-15,Secretaria de Saúde,licitação
917,Mato Grosso,Alta Floresta,infraestrutura,Gasto com infraestrutura em Alta Floresta,1757037.01,2025-06-18,Departamento de Viação,parceria
918,Mato Grosso,Nova Mutum,saúde,Gasto com saúde em Nova Mutum,99635.16,2025-09-19,Secretaria de Saúde,parceria
919,Mato Grosso,Sinop,segurança,Gasto com segurança em Sinop,70552.63,2025-08-15,Guarda Municipal,contrato direto
920,Mato Grosso,Nova Mutum,segurança,Gasto com segurança em Nova Mutum,418561.94,2024-02-27,Guarda Municipal,convênio
921,Mato Grosso,Cáceres,infraestrutura,Gasto com infraestrutura em Cáceres,781684.86,2024-08-24,Departamento de Viação,licitação
922,Mato Grosso,Sorriso,educação,Gasto com educação em Sorriso,158349.15,2024-03-05,Secretaria de Educação,parceria
923,Mato Grosso,Sorriso,saúde,Gasto com saúde em Sorriso,634081.09,2024-02-29,Secretaria de Saúde,parceria
924,Mato Grosso,Barra do Garças,infraestrutura,Gasto com infraestrutura em Barra do Garças,1632294.36,2024-02-20,Departamento de Viação,convênio
925,Mato Grosso,Várzea Grande,infraestrutura,Gasto com infraestrutura em Várzea Grande,1713053.43,2024-06-11,Secretaria de Obras,parceria
926,Mato Grosso,Várzea Grande,saúde,Gasto com saúde em Várzea Grande,783363.88,2024-06-16,UBS Central,licitação
927,Mato Grosso,Cáceres,infraestrutura,Gasto com infraestrutura em Cáceres,1551355.12,2025-08-24,Departamento de Viação,contrato direto
928,Mato Grosso,Pontes e Lacerda,administração,Gasto com administração em Pontes e Lacerda,135661.1,2025-08-02,Prefeitura,convênio
929,Mato Grosso,Diamantino,segurança,Gasto com segurança em Diamantino,105476.99,2025-10-19,Guarda Municipal,parceria
930,Mato Grosso,Lucas do Rio Verde,administração,Gasto com administração em Lucas do Rio Verde,14902.47,2024-02-11,Secretaria de Administração,licitação
931,Mato Grosso,Pontes e Lacerda,segurança,Gasto com segurança em Pontes e Lacerda,571940.8,2025-03-07,Guarda Municipal,contrato direto
932,Mato Grosso,Alta Floresta,segurança,Gasto com segurança em Alta Floresta,245273.94,2025-10-06,Guarda Municipal,contrato direto
933,Mato Grosso,Sinop,saúde,Gasto com saúde em Sinop,121012.54,2024-09-11,Secretaria de Saúde,parceria
934,Mato Grosso,Nova Mutum,educação,Gasto com educação em Nova Mutum,373777.91,2024-12-21,Creche,convênio
935,Mato Grosso,Barra do Garças,administração,Gasto com administração em Barra do Garças,6968.31,2025-09-17,Secretaria de Administração,licitação
936,Mato Grosso,Pontes e Lacerda,administração,Gasto com administração em Pontes e Lacerda,98219.94,2025-03-05,Prefeitura,contrato direto
937,Mato Grosso,Diamantino,segurança,Gasto com segurança em Diamantino,51039.88,2024-05-06,Polícia Militar,parceria
938,Mato Grosso,Tangará da Serra,administração,Gasto com administração em Tangará da Serra,114571.47,2025-03-01,Prefeitura,parceria
939,Mato Grosso,Nova Mutum,educação,Gasto com educação em Nova Mutum,271747.78,2024-10-02,Creche,parceria
940,Mato Grosso,Barra do Garças,administração,Gasto com administração em Barra do Garças,56114.57,2025-09-28,Prefeitura,convênio
941,Mato Grosso,Primavera do Leste,saúde,Gasto com saúde em Primavera do Leste,724342.34,2024-10-28,Secretaria de Saúde,parceria
942,Mato Grosso,Alta Floresta,administração,Gasto com administração em Alta Floresta,56701.98,2025-07-28,Prefeitura,licitação
943,Mato Grosso,Sinop,segurança,Gasto com segurança em Sinop,232648.44,2024-06-27,Polícia Militar,convênio
944,Mato Grosso,Barra do Garças,administração,Gasto com administração em Barra do Garças,177908.06,2025-01-04,Secretaria de Administração,convênio
945,Mato Grosso,Pontes e Lacerda,infraestrutura,Gasto com infraestrutura em Pontes e Lacerda,884469.68,2025-02-28,Departamento de Viação,parceria
946,Mato Grosso,Alta Floresta,educação,Gasto com educação em Alta Floresta,146161.93,2024-09-10,Secretaria de Educação,contrato direto
947,Mato Grosso,Cáceres,administração,Gasto com administração em Cáceres,149248.28,2024-04-04,Secretaria de Administração,convênio
948,Mato Grosso,Sinop,segurança,Gasto com segurança em Sinop,593531.17,2024-04-02,Polícia Militar,contrato direto
949,Mato Grosso,Nova Mutum,administração,Gasto com administração em Nova Mutum,185863.68,2025-09-18,Secretaria de Administração,convênio
950,Mato Grosso,Campo Verde,saúde,Gasto com saúde em Campo Verde,782805.91,2025-04-09,Hospital Municipal,licitação
951,Mato Grosso,Nova Mutum,infraestrutura,Gasto com infraestrutura em Nova Mutum,1279441.16,2025-08-23,Departamento de Viação,contrato direto
952,Mato Grosso,Diamantino,segurança,Gasto com segurança em Diamantino,542253.88,2025-01-11,Guarda Municipal,licitação
953,Mato Grosso,Barra do Garças,infraestrutura,Gasto com infraestrutura em Barra do Garças,1691371.5,2025-12-15,Secretaria de Obras,contrato direto
954,Mato Grosso,Sinop,segurança,Gasto com segurança em Sinop,590770.54,2025-03-14,Polícia Militar,contrato direto
955,Mato Grosso,Várzea Grande,saúde,Gasto com saúde em Várzea Grande,370527.31,2025-08-23,Secretaria de Saúde,convênio
956,Mato Grosso,Lucas do Rio Verde,administração,Gasto com administração em Lucas do Rio Verde,155713.34,2025-03-17,Secretaria de Administração,contrato direto
957,Mato Grosso,Cáceres,segurança,Gasto com segurança em Cáceres,553506.36,2025-12-15,Guarda Municipal,contrato direto
958,Mato Grosso,Alta Floresta,infraestrutura,Gasto com infraestrutura em Alta Floresta,885624.96,2024-01-11,Departamento de Viação,convênio
959,Mato Grosso,Várzea Grande,administração,Gasto com administração em Várzea Grande,29387.27,2024-08-28,Secretaria de Administração,contrato direto
960,Mato Grosso,Diamantino,administração,Gasto com administração em Diamantino,175145.31,2024-09-30,Prefeitura,contrato direto
961,Mato Grosso,Várzea Grande,saúde,Gasto com saúde em Várzea Grande,617776.22,2024-07-02,Hospital Municipal,contrato direto
962,Mato Grosso,Cuiabá,educação,Gasto com educação em Cuiabá,127594.79,2024-08-28,Escola Municipal,contrato direto
963,Mato Grosso,Tangará da Serra,segurança,Gasto com segurança em Tangará da Serra,589122.85,2024-11-22,Polícia Militar,licitação
964,Mato Grosso,Barra do Garças,saúde,Gasto com saúde em Barra do Garças,39473.08,2025-04-04,Secretaria de Saúde,convênio
965,Mato Grosso,Sorriso,saúde,Gasto com saúde em Sorriso,568519.23,2025-09-26,UBS Central,contrato direto
966,Mato Grosso,Tangará da Serra,infraestrutura,Gasto com infraestrutura em Tangará da Serra,587236.04,2024-08-12,Departamento de Viação,convênio
967,Mato Grosso,Cáceres,infraestrutura,Gasto com infraestrutura em Cáceres,664575.61,2025-12-11,Departamento de Viação,convênio
968,Mato Grosso,Diamantino,educação,Gasto com educação em Diamantino,34479.4,2024-11-12,Escola Municipal,convênio
969,Mato Grosso,Sinop,educação,Gasto com educação em Sinop,353102.06,2025-02-16,Secretaria de Educação,contrato direto
970,Mato Grosso,Campo Verde,educação,Gasto com educação em Campo Verde,464455.1,2025-08-20,Creche,licitação
971,Mato Grosso,Barra do Garças,segurança,Gasto com segurança em Barra do Garças,332604.76,2025-11-07,Polícia Militar,licitação
972,Mato Grosso,Campo Verde,educação,Gasto com educação em Campo Verde,429885.72,2025-09-24,Creche,parceria
973,Mato Grosso,Primavera do Leste,educação,Gasto com educação em Primavera do Leste,165522.97,2024-03-28,Creche,licitação
974,Mato Grosso,Cuiabá,administração,Gasto com administração em Cuiabá,124357.55,2025-07-02,Prefeitura,licitação
975,Mato Grosso,Sinop,infraestrutura,Gasto com infraestrutura em Sinop,278148.13,2025-12-21,Secretaria de Obras,contrato direto
976,Mato Grosso,Pontes e Lacerda,infraestrutura,Gasto com infraestrutura em Pontes e Lacerda,1412777.63,2025-06-12,Departamento de Viação,parceria
977,Mato Grosso,Diamantino,segurança,Gasto com segurança em Diamantino,126820.19,2025-06-06,Polícia Militar,parceria
978,Mato Grosso,Campo Verde,infraestrutura,Gasto com infraestrutura em Campo Verde,1812245.8,2024-02-12,Secretaria de Obras,convênio
