id,state,municipality,cost_category,cost_description,amount,date,department,contract_type
507,Mato Grosso,Água Boa,educação,Material escolar,75965.9,2025-03-02,Secretaria de Educação,licitação
508,Mato Grosso,Cuiabá,segurança,Viaturas policiais,575601.91,2024-10-26,Polícia Civil,parceria
509,Mato Grosso,Nova Mutum,segurança,Viaturas policiais,152036.47,2025-01-05,Trânsito,parceria
510,Mato Grosso,Barra do Garças,infraestrutura,Iluminação pública,70364.65,2025-09-03,Secretaria de Obras,convênio
511,Mato Grosso,Sinop,saúde,Contratação de médicos,13530.74,2024-07-10,Hospital Municipal,parceria
512,Mato Grosso,Água Boa,segurança,Equipamentos de segurança,9875.21,2025-03-27,Polícia Civil,convênio
513,Mato Grosso,Cáceres,infraestrutura,Saneamento básico,328479.78,2024-01-18,Secretaria de Obras,licitação
514,Mato Grosso,Colíder,saúde,Equipamentos hospitalares,334717.35,2025-06-24,Hospital Municipal,contrato direto
515,Mato Grosso,Lucas do Rio Verde,saúde,Compra de medicamentos,351705.81,2025-07-15,SAMU,convênio
516,Mato Grosso,Barra do Garças,infraestrutura,Asfalto de vias,878130.6,2025-05-22,Saneamento,licitação
517,Mato Grosso,Lucas do Rio Verde,infraestrutura,Iluminação pública,219768.84,2025-06-01,Secretaria de Obras,licitação
518,Mato Grosso,Rondonópolis,saúde,Equipamentos hospitalares,386899.3,2025-12-12,SAMU,contrato direto
519,Mato Grosso,Colíder,educação,Salários de professores,152723.62,2025-11-12,Escola Municipal,contrato direto
520,Mato Grosso,Alta Floresta,saúde,Compra de medicamentos,105981.15,2025-07-01,SAMU,licitação
521,Mato Grosso,Água Boa,educação,Salários de professores,146741.4,2024-05-08,Universidade Estadual,licitação
522,Mato Grosso,Guarantã do Norte,segurança,Sistemas de vigilância,78500.51,2024-07-16,Trânsito,convênio
523,Mato Grosso,Diamantino,educação,Construção de escolas,111729.66,2025-09-20,Creche,convênio
524,Mato Grosso,Nova Mutum,saúde,Contratação de médicos,223747.9,2025-11-23,Posto de Saúde,parceria
525,Mato Grosso,Diamantino,saúde,Equipamentos hospitalares,463405.96,2024-08-28,Posto de Saúde,contrato direto
526,Mato Grosso,Juína,segurança,Treinamento de agentes,219380.68,2024-02-28,Trânsito,licitação
527,Mato Grosso,Cuiabá,educação,Transporte estudantil,11347.8,2024-05-25,Creche,contrato direto
528,Mato Grosso,Alta Floresta,saúde,Manutenção de hospitais,95238.42,2024-08-14,SAMU,contrato direto
529,Mato Grosso,Diamantino,saúde,Equipamentos hospitalares,248876.14,2025-11-19,Posto de Saúde,parceria
530,Mato Grosso,Lucas do Rio Verde,educação,Transporte estudantil,69043.61,2024-04-26,Universidade Estadual,convênio
531,Mato Grosso,Campo Verde,saúde,Manutenção de hospitais,482871.46,2024-06-09,Hospital Municipal,parceria
532,Mato Grosso,Primavera do Leste,segurança,Equipamentos de segurança,171620.94,2024-03-03,Polícia Militar,parceria
533,Mato Grosso,Cáceres,saúde,Manutenção de hospitais,489900.52,2024-01-22,Posto de Saúde,convênio
534,Mato Grosso,Cáceres,infraestrutura,Asfalto de vias,608579.49,2025-06-19,Saneamento,contrato direto
535,Mato Grosso,Juína,segurança,Viaturas policiais,264307.07,2024-04-13,Polícia Civil,parceria
536,Mato Grosso,Juína,saúde,Compra de medicamentos,469209.32,2024-09-16,SAMU,licitação
537,Mato Grosso,Alta Floresta,segurança,Treinamento de agentes,38426.45,2024-12-13,Polícia Civil,parceria
538,Mato Grosso,Colíder,administração,Consultoria,89614.63,2025-09-02,Secretaria de Administração,contrato direto
539,Mato Grosso,Primavera do Leste,saúde,Compra de medicamentos,108244.8,2024-10-28,Hospital Municipal,convênio
540,Mato Grosso,Campo Verde,administração,Consultoria,12575.73,2024-07-19,Contadoria,parceria
541,Mato Grosso,Várzea Grande,infraestrutura,Construção de pontes,127223.96,2025-09-17,Departamento de Viação,contrato direto
542,Mato Grosso,Colíder,saúde,Compra de medicamentos,94139.96,2025-05-19,Posto de Saúde,contrato direto
543,Mato Grosso,Várzea Grande,segurança,Viaturas policiais,139716.57,2024-12-18,Polícia Civil,licitação
544,Mato Grosso,Várzea Grande,saúde,Equipamentos hospitalares,171971.54,2025-02-03,Posto de Saúde,parceria
545,Mato Grosso,Campo Verde,saúde,Contratação de médicos,43527.58,2025-06-16,Posto de Saúde,contrato direto
546,Mato Grosso,Rondonópolis,saúde,Compra de medicamentos,19629.89,2024-05-24,Secretaria de Saúde,contrato direto
547,Mato Grosso,Pontes e Lacerda,saúde,Compra de medicamentos,421652.5,2025-09-18,Posto de Saúde,parceria
548,Mato Grosso,Barra do Garças,segurança,Sistemas de vigilância,772638.88,2025-01-10,Polícia Civil,convênio
549,Mato Grosso,Cáceres,infraestrutura,Saneamento básico,483030.65,2024-07-15,Energia,parceria
550,Mato Grosso,Campo Verde,saúde,Equipamentos hospitalares,479254.72,2025-04-01,Hospital Municipal,contrato direto
551,Mato Grosso,Diamantino,administração,Serviços de limpeza,47637.86,2025-05-12,RH,convênio
552,Mato Grosso,Primavera do Leste,administração,Consultoria,97641.51,2025-10-26,RH,contrato direto
553,Mato Grosso,Peixoto de Azevedo,infraestrutura,Construção de pontes,966134.7,2025-04-04,Energia,parceria
554,Mato Grosso,Água Boa,administração,Serviços de limpeza,24280.45,2025-08-07,Contadoria,contrato direto
555,Mato Grosso,Várzea Grande,segurança,Viaturas policiais,316397.56,2024-06-08,Polícia Civil,licitação
556,Mato Grosso,Barra do Garças,administração,Material de escritório,95503.22,2025-05-30,Prefeitura,contrato direto
557,Mato Grosso,Juína,educação,Material escolar,50360.73,2025-03-23,Escola Municipal,convênio
558,Mato Grosso,Tangará da Serra,educação,Salários de professores,68769.79,2024-10-07,Escola Municipal,parceria
559,Mato Grosso,Barra do Garças,infraestrutura,Construção de pontes,720572.51,2024-06-10,Secretaria de Obras,contrato direto
560,Mato Grosso,Campo Verde,infraestrutura,Iluminação pública,991661.77,2024-01-21,Saneamento,convênio
561,Mato Grosso,Sorriso,infraestrutura,Iluminação pública,366544.19,2025-05-12,Saneamento,parceria
562,Mato Grosso,Alta Floresta,saúde,Contratação de médicos,398080.38,2024-10-29,SAMU,convênio
563,Mato Grosso,Água Boa,infraestrutura,Saneamento básico,918034.78,2024-01-13,Energia,contrato direto
564,Mato Grosso,Primavera do Leste,infraestrutura,Iluminação pública,375993.02,2024-01-26,Energia,licitação
565,Mato Grosso,Campo Verde,administração,Serviços de limpeza,16316.75,2025-12-20,Contadoria,licitação
566,Mato Grosso,Nova Mutum,administração,Consultoria,90612.55,2025-08-22,Secretaria de Administração,licitação
567,Mato Grosso,Rondonópolis,administração,Consultoria,84902.57,2024-12-09,RH,parceria
568,Mato Grosso,Várzea Grande,administração,Consultoria,34859.74,2025-10-22,Prefeitura,convênio
569,Mato Grosso,Colíder,segurança,Equipamentos de segurança,672161.53,2025-11-21,Guarda Municipal,licitação
570,Mato Grosso,Diamantino,administração,Serviços de limpeza,10059.72,2025-10-02,RH,convênio
571,Mato Grosso,Rondonópolis,segurança,Sistemas de vigilância,609748.75,2024-01-07,Polícia Militar,licitação
572,Mato Grosso,Pontes e Lacerda,segurança,Equipamentos de segurança,336683.85,2024-07-09,Trânsito,convênio
573,Mato Grosso,Rondonópolis,administração,Consultoria,77248.41,2025-05-16,Secretaria de Administração,parceria
574,Mato Grosso,Diamantino,educação,Transporte estudantil,13533.16,2024-05-10,Escola Municipal,contrato direto
575,Mato Grosso,Sorriso,administração,Aluguel de imóveis,57058.36,2024-03-01,RH,convênio
576,Mato Grosso,Sorriso,saúde,Contratação de médicos,122960.5,2024-07-24,SAMU,parceria
577,Mato Grosso,Guarantã do Norte,educação,Salários de professores,161309.49,2024-11-06,Secretaria de Educação,parceria
578,Mato Grosso,Sorriso,saúde,Contratação de médicos,140176.57,2024-04-16,SAMU,licitação
579,Mato Grosso,Peixoto de Azevedo,administração,Consultoria,5183.94,2024-09-11,Contadoria,contrato direto
580,Mato Grosso,Cuiabá,administração,Aluguel de imóveis,8490.7,2025-01-01,Secretaria de Administração,contrato direto
581,Mato Grosso,Juína,saúde,Equipamentos hospitalares,243302.16,2025-01-06,Hospital Municipal,convênio
582,Mato Grosso,Lucas do Rio Verde,segurança,Sistemas de vigilância,136828.32,2024-06-03,Trânsito,contrato direto
583,Mato Grosso,Juína,segurança,Viaturas policiais,399404.98,2025-02-08,Polícia Militar,convênio
584,Mato Grosso,Água Boa,educação,Material escolar,107318.19,2025-10-24,Creche,contrato direto
585,Mato Grosso,Primavera do Leste,educação,Construção de escolas,140122.0,2025-03-12,Universidade Estadual,licitação
586,Mato Grosso,Cáceres,educação,Transporte estudantil,28252.48,2025-08-07,Secretaria de Educação,licitação
587,Mato Grosso,Campo Verde,segurança,Treinamento de agentes,98519.26,2024-10-21,Trânsito,licitação
588,Mato Grosso,Várzea Grande,saúde,Contratação de médicos,352029.66,2024-07-18,Secretaria de Saúde,convênio
589,Mato Grosso,Diamantino,saúde,Equipamentos hospitalares,3735.24,2025-03-12,SAMU,parceria
590,Mato Grosso,Pontes e Lacerda,saúde,Compra de medicamentos,142558.29,2024-03-15,SAMU,contrato direto
591,Mato Grosso,Barra do Garças,saúde,Compra de medicamentos,384113.55,2025-03-08,Hospital Municipal,licitação
592,Mato Grosso,Sinop,segurança,Sistemas de vigilância,580201.6,2025-10-22,Trânsito,contrato direto
593,Mato Grosso,Primavera do Leste,infraestrutura,Iluminação pública,932646.19,2025-02-19,Energia,parceria
594,Mato Grosso,Diamantino,saúde,Equipamentos hospitalares,390189.49,2024-02-11,Secretaria de Saúde,licitação
595,Mato Grosso,Rondonópolis,administração,Serviços de limpeza,66269.84,2024-09-19,RH,convênio
596,Mato Grosso,Tangará da Serra,saúde,Compra de medicamentos,13563.69,2024-12-30,Secretaria de Saúde,licitação
597,Mato Grosso,Lucas do Rio Verde,educação,Construção de escolas,49186.2,2025-10-24,Escola Municipal,licitação
598,Mato Grosso,Colíder,infraestrutura,Asfalto de vias,628376.77,2024-05-08,Saneamento,licitação
599,Mato Grosso,Sorriso,infraestrutura,Asfalto de vias,56146.74,2025-06-29,Energia,licitação
600,Mato Grosso,Rondonópolis,administração,Consultoria,9159.65,2025-10-15,RH,parceria
601,Mato Grosso,Lucas do Rio Verde,segurança,Treinamento de agentes,386236.5,2024-08-04,Trânsito,convênio
602,Mato Grosso,Tangará da Serra,infraestrutura,Iluminação pública,576928.99,2024-03-29,Energia,licitação
603,Mato Grosso,Cuiabá,educação,Transporte estudantil,121678.92,2025-04-03,Secretaria de Educação,convênio
604,Mato Grosso,Nova Mutum,saúde,Compra de medicamentos,164118.02,2024-12-19,SAMU,parceria
605,Mato Grosso,Barra do Garças,saúde,Compra de medicamentos,425171.32,2025-07-26,Hospital Municipal,contrato direto
606,Mato Grosso,Várzea Grande,administração,Consultoria,49165.39,2024-04-25,Secretaria de Administração,convênio
607,Mato Grosso,Várzea Grande,administração,Aluguel de imóveis,47461.86,2024-07-25,RH,licitação
608,Mato Grosso,Sinop,administração,Aluguel de imóveis,62595.78,2024-05-04,Prefeitura,convênio
609,Mato Grosso,Tangará da Serra,administração,Consultoria,94143.78,2025-09-11,Secretaria de Administração,parceria
610,Mato Grosso,Guarantã do Norte,infraestrutura,Construção de pontes,520938.56,2024-11-18,Energia,contrato direto
611,Mato Grosso,Barra do Garças,infraestrutura,Construção de pontes,138725.56,2025-07-22,Energia,contrato direto
612,Mato Grosso,Sorriso,infraestrutura,Saneamento básico,730593.78,2024-04-23,Saneamento,parceria
613,Mato Grosso,Cáceres,administração,Consultoria,5828.0,2025-10-02,RH,parceria
614,Mato Grosso,Peixoto de Azevedo,saúde,Contratação de médicos,36852.08,2024-08-08,Hospital Municipal,parceria
615,Mato Grosso,Primavera do Leste,educação,Transporte estudantil,13574.82,2025-03-04,Secretaria de Educação,parceria
616,Mato Grosso,Primavera do Leste,educação,Transporte estudantil,32442.08,2025-09-16,Creche,parceria
617,Mato Grosso,Sorriso,educação,Salários de professores,185224.99,2024-01-19,Creche,parceria
618,Mato Grosso,Cuiabá,segurança,Sistemas de vigilância,694139.37,2024-03-01,Trânsito,parceria
619,Mato Grosso,Sinop,segurança,Equipamentos de segurança,123652.17,2024-05-18,Trânsito,parceria
620,Mato Grosso,Juína,administração,Material de escritório,53863.24,2025-10-12,Prefeitura,contrato direto
621,Mato Grosso,Primavera do Leste,educação,Transporte estudantil,129868.29,2025-08-15,Universidade Estadual,contrato direto
622,Mato Grosso,Barra do Garças,segurança,Sistemas de vigilância,203693.84,2025-05-18,Trânsito,parceria
623,Mato Grosso,Barra do Garças,saúde,Equipamentos hospitalares,266268.54,2024-09-18,Posto de Saúde,convênio
624,Mato Grosso,Rondonópolis,educação,Salários de professores,70348.3,2025-11-15,Creche,parceria
625,Mato Grosso,Primavera do Leste,segurança,Equipamentos de segurança,697201.54,2024-11-06,Trânsito,parceria
626,Mato Grosso,Rondonópolis,segurança,Sistemas de vigilância,260236.46,2024-08-23,Trânsito,convênio
627,Mato Grosso,Pontes e Lacerda,infraestrutura,Saneamento básico,584790.71,2025-06-15,Secretaria de Obras,convênio
628,Mato Grosso,Água Boa,saúde,Manutenção de hospitais,301717.88,2024-11-12,Hospital Municipal,contrato direto
629,Mato Grosso,Colíder,infraestrutura,Saneamento básico,537783.01,2025-07-06,Secretaria de Obras,licitação
630,Mato Grosso,Campo Verde,administração,Material de escritório,47205.79,2025-07-18,RH,parceria
631,Mato Grosso,Água Boa,infraestrutura,Iluminação pública,222270.81,2024-10-22,Departamento de Viação,parceria
632,Mato Grosso,Guarantã do Norte,administração,Consultoria,25010.82,2025-12-11,Contadoria,convênio
633,Mato Grosso,Peixoto de Azevedo,segurança,Treinamento de agentes,547974.12,2025-01-15,Polícia Civil,parceria
634,Mato Grosso,Rondonópolis,segurança,Equipamentos de segurança,483439.15,2025-09-24,Trânsito,convênio
635,Mato Grosso,Alta Floresta,saúde,Contratação de médicos,283228.62,2025-02-13,Hospital Municipal,contrato direto
636,Mato Grosso,Nova Mutum,educação,Construção de escolas,89728.13,2025-04-15,Escola Municipal,parceria
637,Mato Grosso,Cáceres,infraestrutura,Iluminação pública,101157.58,2025-12-28,Departamento de Viação,contrato direto
638,Mato Grosso,Lucas do Rio Verde,educação,Salários de professores,89048.69,2024-07-12,Secretaria de Educação,contrato direto
639,Mato Grosso,Guarantã do Norte,administração,Serviços de limpeza,47019.56,2025-07-19,Prefeitura,contrato direto
640,Mato Grosso,Nova Mutum,infraestrutura,Iluminação pública,525377.7,2025-04-26,Saneamento,contrato direto
641,Mato Grosso,Alta Floresta,segurança,Sistemas de vigilância,533967.96,2025-09-01,Trânsito,licitação
642,Mato Grosso,Juína,infraestrutura,Asfalto de vias,982449.55,2025-05-30,Secretaria de Obras,convênio
643,Mato Grosso,Água Boa,administração,Serviços de limpeza,36676.91,2025-08-26,Secretaria de Administração,convênio
644,Mato Grosso,Cáceres,segurança,Viaturas policiais,262641.73,2024-12-03,Guarda Municipal,licitação
645,Mato Grosso,Sinop,saúde,Contratação de médicos,446740.27,2024-11-19,Posto de Saúde,contrato direto
646,Mato Grosso,Barra do Garças,educação,Material escolar,90114.6,2025-05-17,Universidade Estadual,convênio
647,Mato Grosso,Primavera do Leste,educação,Transporte estudantil,55937.15,2024-08-17,Escola Municipal,licitação
648,Mato Grosso,Pontes e Lacerda,administração,Serviços de limpeza,13803.57,2025-09-05,Contadoria,convênio
649,Mato Grosso,Primavera do Leste,infraestrutura,Construção de pontes,402417.9,2024-09-11,Secretaria de Obras,parceria
650,Mato Grosso,Nova Mutum,segurança,Viaturas policiais,568443.8,2024-10-06,Guarda Municipal,convênio
651,Mato Grosso,Cáceres,infraestrutura,Construção de pontes,123882.91,2024-06-07,Energia,contrato direto
652,Mato Grosso,Primavera do Leste,saúde,Manutenção de hospitais,315791.77,2024-09-11,Secretaria de Saúde,contrato direto
653,Mato Grosso,Várzea Grande,educação,Material escolar,4845.51,2024-11-02,Secretaria de Educação,contrato direto
654,Mato Grosso,Cáceres,educação,Material escolar,166390.53,2025-01-20,Creche,contrato direto
655,Mato Grosso,Lucas do Rio Verde,saúde,Equipamentos hospitalares,193773.42,2024-06-06,Hospital Municipal,convênio
656,Mato Grosso,Barra do Garças,infraestrutura,Construção de pontes,318118.44,2025-12-28,Secretaria de Obras,contrato direto
657,Mato Grosso,Sorriso,segurança,Treinamento de agentes,336800.56,2025-01-03,Polícia Civil,contrato direto
658,Mato Grosso,Nova Mutum,educação,Transporte estudantil,134063.35,2024-05-31,Escola Municipal,contrato direto
659,Mato Grosso,Peixoto de Azevedo,segurança,Treinamento de agentes,550426.59,2025-11-04,Trânsito,licitação
660,Mato Grosso,Rondonópolis,infraestrutura,Construção de pontes,86333.52,2024-11-02,Departamento de Viação,licitação
661,Mato Grosso,Várzea Grande,segurança,Equipamentos de segurança,563146.78,2025-06-20,Polícia Civil,parceria
662,Mato Grosso,Cuiabá,saúde,Manutenção de hospitais,255423.64,2024-11-26,SAMU,convênio
663,Mato Grosso,Cuiabá,infraestrutura,Saneamento básico,430248.79,2024-09-18,Energia,parceria
664,Mato Grosso,Peixoto de Azevedo,segurança,Treinamento de agentes,522001.7,2024-07-31,Trânsito,parceria
665,Mato Grosso,Primavera do Leste,saúde,Contratação de médicos,206906.67,2025-04-21,Posto de Saúde,licitação
666,Mato Grosso,Peixoto de Azevedo,educação,Transporte estudantil,123202.11,2024-10-16,Creche,contrato direto
667,Mato Grosso,Cuiabá,saúde,Equipamentos hospitalares,354721.7,2024-12-29,Posto de Saúde,contrato direto
668,Mato Grosso,Guarantã do Norte,educação,Construção de escolas,142960.35,2025-03-24,Creche,parceria
669,Mato Grosso,Guarantã do Norte,saúde,Equipamentos hospitalares,20978.1,2025-06-16,Posto de Saúde,parceria
670,Mato Grosso,Campo Verde,administração,Material de escritório,14770.98,2025-02-28,Contadoria,licitação
671,Mato Grosso,Alta Floresta,infraestrutura,Construção de pontes,766914.29,2024-11-07,Departamento de Viação,convênio
672,Mato Grosso,Diamantino,saúde,Contratação de médicos,157372.44,2024-11-25,Secretaria de Saúde,parceria
673,Mato Grosso,Juína,saúde,Contratação de médicos,458056.17,2024-02-18,Secretaria de Saúde,convênio
674,Mato Grosso,Rondonópolis,administração,Serviços de limpeza,61822.83,2025-10-02,RH,parceria
675,Mato Grosso,Peixoto de Azevedo,educação,Transporte estudantil,34571.41,2024-11-06,Universidade Estadual,convênio
676,Mato Grosso,Alta Floresta,saúde,Compra de medicamentos,396307.44,2024-04-02,Posto de Saúde,licitação
677,Mato Grosso,Cuiabá,educação,Transporte estudantil,34207.58,2024-12-16,Creche,convênio
678,Mato Grosso,Sorriso,educação,Salários de professores,79405.36,2024-01-18,Escola Municipal,licitação
679,Mato Grosso,Colíder,administração,Material de escritório,18481.44,2025-08-19,Prefeitura,contrato direto
680,Mato Grosso,Lucas do Rio Verde,infraestrutura,Asfalto de vias,803737.54,2024-08-25,Departamento de Viação,contrato direto
681,Mato Grosso,Primavera do Leste,administração,Material de escritório,61468.48,2024-10-27,RH,convênio
682,Mato Grosso,Juína,educação,Salários de professores,133367.92,2024-08-19,Secretaria de Educação,parceria
683,Mato Grosso,Água Boa,infraestrutura,Asfalto de vias,449838.31,2024-06-22,Saneamento,convênio
684,Mato Grosso,Nova Mutum,administração,Consultoria,24631.69,2024-07-25,Contadoria,licitação
685,Mato Grosso,Sorriso,infraestrutura,Asfalto de vias,811403.2,2024-02-23,Saneamento,parceria
686,Mato Grosso,Peixoto de Azevedo,educação,Transporte estudantil,73442.4,2025-04-23,Secretaria de Educação,licitação
687,Mato Grosso,Cáceres,administração,Aluguel de imóveis,85836.09,2025-09-22,RH,contrato direto
688,Mato Grosso,Juína,infraestrutura,Iluminação pública,666184.69,2025-08-13,Departamento de Viação,licitação
689,Mato Grosso,Lucas do Rio Verde,saúde,Equipamentos hospitalares,384464.74,2024-04-13,SAMU,licitação
690,Mato Grosso,Colíder,administração,Consultoria,17422.35,2025-12-06,RH,contrato direto
691,Mato Grosso,Lucas do Rio Verde,administração,Material de escritório,18198.87,2025-12-05,RH,licitação
692,Mato Grosso,Juína,educação,Material escolar,71728.98,2024-05-24,Escola Municipal,convênio
693,Mato Grosso,Barra do Garças,saúde,Equipamentos hospitalares,142266.52,2024-05-07,Hospital Municipal,contrato direto
694,Mato Grosso,Rondonópolis,saúde,Manutenção de hospitais,224175.9,2024-09-16,Hospital Municipal,contrato direto
695,Mato Grosso,Campo Verde,educação,Construção de escolas,164394.29,2025-04-15,Escola Municipal,convênio
696,Mato Grosso,Lucas do Rio Verde,administração,Material de escritório,62054.95,2025-10-28,Contadoria,convênio
697,Mato Grosso,Tangará da Serra,educação,Material escolar,106807.42,2025-04-21,Creche,convênio
698,Mato Grosso,Barra do Garças,educação,Transporte estudantil,56262.12,2025-07-07,Universidade Estadual,convênio
699,Mato Grosso,Cuiabá,administração,Aluguel de imóveis,33275.11,2024-06-17,Prefeitura,parceria
700,Mato Grosso,Peixoto de Azevedo,administração,Consultoria,66525.38,2025-11-02,Secretaria de Administração,convênio
701,Mato Grosso,Primavera do Leste,saúde,Equipamentos hospitalares,346996.27,2025-03-01,Hospital Municipal,parceria
702,Mato Grosso,Colíder,saúde,Contratação de médicos,486038.43,2024-12-06,Secretaria de Saúde,parceria
703,Mato Grosso,Guarantã do Norte,saúde,Equipamentos hospitalares,117538.87,2025-12-03,Secretaria de Saúde,parceria
704,Mato Grosso,Sinop,saúde,Manutenção de hospitais,41419.26,2024-06-08,Secretaria de Saúde,convênio
705,Mato Grosso,Alta Floresta,infraestrutura,Construção de pontes,494395.63,2025-07-28,Saneamento,licitação
706,Mato Grosso,Sorriso,saúde,Manutenção de hospitais,359623.37,2025-10-27,Hospital Municipal,convênio
707,Mato Grosso,Água Boa,administração,Aluguel de imóveis,28186.5,2024-12-19,Contadoria,parceria
708,Mato Grosso,Juína,educação,Salários de professores,199753.44,2025-01-23,Universidade Estadual,contrato direto
709,Mato Grosso,Colíder,infraestrutura,Saneamento básico,224373.16,2024-10-05,Secretaria de Obras,licitação
710,Mato Grosso,Campo Verde,infraestrutura,Iluminação pública,874869.98,2024-07-06,Saneamento,contrato direto
711,Mato Grosso,Sorriso,educação,Transporte estudantil,99220.52,2024-09-10,Secretaria de Educação,licitação
712,Mato Grosso,Pontes e Lacerda,educação,Transporte estudantil,163421.07,2024-10-24,Secretaria de Educação,parceria
713,Mato Grosso,Tangará da Serra,infraestrutura,Iluminação pública,965260.5,2024-07-06,Saneamento,licitação
714,Mato Grosso,Colíder,administração,Serviços de limpeza,42761.26,2024-06-14,Prefeitura,parceria
715,Mato Grosso,Juína,administração,Material de escritório,94938.09,2024-04-25,Contadoria,licitação
716,Mato Grosso,Sorriso,saúde,Contratação de médicos,32884.71,2025-01-05,Posto de Saúde,parceria
717,Mato Grosso,Barra do Garças,administração,Aluguel de imóveis,14318.06,2025-12-20,Secretaria de Administração,licitação
718,Mato Grosso,Sorriso,educação,Transporte estudantil,64948.48,2025-05-05,Universidade Estadual,parceria
719,Mato Grosso,Nova Mutum,saúde,Manutenção de hospitais,383425.69,2025-03-19,Posto de Saúde,licitação
720,Mato Grosso,Sinop,saúde,Compra de medicamentos,82989.87,2025-01-21,Secretaria de Saúde,contrato direto
721,Mato Grosso,Sinop,educação,Material escolar,79174.26,2025-06-25,Universidade Estadual,licitação
722,Mato Grosso,Tangará da Serra,administração,Consultoria,96942.89,2025-05-03,Prefeitura,contrato direto
723,Mato Grosso,Sorriso,saúde,Equipamentos hospitalares,255652.13,2025-05-08,Hospital Municipal,contrato direto
724,Mato Grosso,Rondonópolis,administração,Material de escritório,65311.78,2024-04-10,Secretaria de Administração,parceria
725,Mato Grosso,Primavera do Leste,saúde,Manutenção de hospitais,147403.44,2025-12-03,Posto de Saúde,contrato direto
726,Mato Grosso,Tangará da Serra,segurança,Viaturas policiais,14336.66,2024-05-18,Guarda Municipal,parceria
727,Mato Grosso,Sinop,educação,Construção de escolas,16926.31,2025-12-09,Escola Municipal,licitação
728,Mato Grosso,Água Boa,administração,Material de escritório,11800.86,2025-01-22,RH,licitação
729,Mato Grosso,Colíder,educação,Transporte estudantil,21597.66,2024-02-29,Escola Municipal,convênio
730,Mato Grosso,Campo Verde,administração,Material de escritório,38208.47,2024-08-15,Contadoria,contrato direto
731,Mato Grosso,Lucas do Rio Verde,saúde,Contratação de médicos,75453.76,2025-06-07,Secretaria de Saúde,licitação
732,Mato Grosso,Tangará da Serra,infraestrutura,Iluminação pública,370960.63,2024-09-01,Energia,contrato direto
733,Mato Grosso,Peixoto de Azevedo,educação,Construção de escolas,62389.29,2025-09-25,Creche,licitação
734,Mato Grosso,Juína,segurança,Viaturas policiais,273555.66,2024-05-18,Trânsito,licitação
735,Mato Grosso,Colíder,saúde,Manutenção de hospitais,392508.05,2025-11-24,Hospital Municipal,contrato direto
736,Mato Grosso,Peixoto de Azevedo,infraestrutura,Saneamento básico,214151.09,2024-08-26,Saneamento,parceria
737,Mato Grosso,Primavera do Leste,infraestrutura,Iluminação pública,610237.84,2025-04-08,Secretaria de Obras,parceria
738,Mato Grosso,Barra do Garças,segurança,Treinamento de agentes,177641.93,2024-12-06,Guarda Municipal,convênio
739,Mato Grosso,Sorriso,infraestrutura,Construção de pontes,591069.92,2025-12-03,Departamento de Viação,licitação
740,Mato Grosso,Primavera do Leste,segurança,Equipamentos de segurança,57214.21,2024-02-04,Guarda Municipal,parceria
741,Mato Grosso,Rondonópolis,infraestrutura,Construção de pontes,482746.75,2024-08-28,Departamento de Viação,convênio
742,Mato Grosso,Alta Floresta,administração,Serviços de limpeza,40825.47,2024-09-06,Secretaria de Administração,convênio
743,Mato Grosso,Barra do Garças,saúde,Equipamentos hospitalares,482568.25,2025-10-04,SAMU,licitação
744,Mato Grosso,Rondonópolis,educação,Salários de professores,85258.98,2025-06-16,Universidade Estadual,parceria
745,Mato Grosso,Cuiabá,saúde,Compra de medicamentos,489345.28,2025-02-10,Posto de Saúde,parceria
746,Mato Grosso,Cuiabá,infraestrutura,Asfalto de vias,682834.67,2024-06-27,Saneamento,licitação
747,Mato Grosso,Água Boa,infraestrutura,Iluminação pública,833558.4,2024-03-02,Secretaria de Obras,contrato direto
748,Mato Grosso,Peixoto de Azevedo,infraestrutura,Iluminação pública,671698.64,2025-05-20,Departamento de Viação,parceria
749,Mato Grosso,Cáceres,segurança,Viaturas policiais,762417.0,2025-09-16,Polícia Militar,convênio
750,Mato Grosso,Água Boa,administração,Material de escritório,41148.71,2024-11-27,Secretaria de Administração,contrato direto
751,Mato Grosso,Diamantino,educação,Salários de professores,31433.84,2024-07-08,Creche,contrato direto
752,Mato Grosso,Primavera do Leste,infraestrutura,Construção de pontes,349273.85,2024-06-30,Secretaria de Obras,licitação
753,Mato Grosso,Colíder,saúde,Compra de medicamentos,42971.7,2025-11-20,SAMU,parceria
754,Mato Grosso,Cuiabá,educação,Salários de professores,66801.93,2024-07-11,Secretaria de Educação,licitação
755,Mato Grosso,Nova Mutum,saúde,Equipamentos hospitalares,148780.64,2024-09-03,Secretaria de Saúde,licitação
756,Mato Grosso,Sorriso,segurança,Viaturas policiais,637168.42,2024-06-12,Trânsito,convênio
757,Mato Grosso,Diamantino,administração,Material de escritório,84438.02,2024-10-14,RH,convênio
758,Mato Grosso,Primavera do Leste,infraestrutura,Construção de pontes,279950.44,2025-12-12,Departamento de Viação,parceria
759,Mato Grosso,Água Boa,infraestrutura,Construção de pontes,860260.34,2024-04-04,Energia,licitação
760,Mato Grosso,Guarantã do Norte,segurança,Viaturas policiais,654517.77,2024-05-24,Polícia Civil,licitação
761,Mato Grosso,Sinop,saúde,Contratação de médicos,311100.81,2024-03-02,Secretaria de Saúde,licitação
